Caption	CommandLine	CreationClassName	CreationDate	CSCreationClassName	CSName	Description	ExecutablePath	ExecutionState	Handle	HandleCount	InstallDate	KernelModeTime	MaximumWorkingSetSize	MinimumWorkingSetSize	Name	OSCreationClassName	OSName	OtherOperationCount	OtherTransferCount	PageFaults	PageFileUsage	ParentProcessId	PeakPageFileUsage	PeakVirtualSize	PeakWorkingSetSize	Priority	PrivatePageCount	ProcessId	QuotaNonPagedPoolUsage	QuotaPagedPoolUsage	QuotaPeakNonPagedPoolUsage	QuotaPeakPagedPoolUsage	ReadOperationCount	ReadTransferCount	SessionId	Status	TerminationDate	ThreadCount	UserModeTime	VirtualSize	WindowsVersion	WorkingSetSize	WriteOperationCount	WriteTransferCount																																				
Skype.exe	C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.65.78.0_x86__kzf8qxf38zg5c\Skype\Skype.exe	#NAME?	"--field-trial-handle=2364,11082549326047063239,2913200654511623452,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:8	Win32_Process	20201030093240.427463-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Skype.exe	C:\Program	Files\WindowsApps\Microsoft.SkypeApp_15.65.78.0_x86__kzf8qxf38zg5c\Skype\Skype.exe	14620	486	169218750	1380	200	Skype.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	145341	1977859	91150	15352	14428	16852	323649536	38328	8	15720448	14620	27	433	70	442	257132	42582339	1	12	496562500	305561600	10.0.19041	37986304	274808	82679435																											
Skype.exe	C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.65.78.0_x86__kzf8qxf38zg5c\Skype\Skype.exe	#NAME?	#NAME?	#NAME?	#NAME?	"--field-trial-handle=2364,11082549326047063239,2913200654511623452,131072"	#NAME?	#NAME?	#NAME?	#NAME?	"--app-path=""C:\Program"	"Files\WindowsApps\Microsoft.SkypeApp_15.65.78.0_x86__kzf8qxf38zg5c\Skype\resources\app.asar"""	#NAME?	#NAME?	#NAME?	#NAME?	"--preload=""C:\Program"	"Files\WindowsApps\Microsoft.SkypeApp_15.65.78.0_x86__kzf8qxf38zg5c\Skype\resources\app.asar\preload.js"""	--background-color=#fff	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	#NAME?	#NAME?	Win32_Process	20201030093240.816801-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Skype.exe	C:\Program	Files\WindowsApps\Microsoft.SkypeApp_15.65.78.0_x86__kzf8qxf38zg5c\Skype\Skype.exe	14856	1523	9750625000	228188	227008	Skype.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	186125	14019626	1338925	274784	14428	454404	1206464512	384768	8	281378816	14856	110	861	1036	1128	4140815	1171303052	1	53	22582500000	939663360	10.0.19041	142704640	4157335	718519393					
Dropbox.exe	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	/systemstartup	Win32_Process	20201030093242.039950-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Dropbox.exe	C:\Program	Files	(x86)\Dropbox\Client\Dropbox.exe	15108	2165	2290156250	1380	200	Dropbox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	95511	2840234	2712209	185024	15016	201612	786857984	233564	8	189464576	15108	121	860	126	914	17423	142214382	1	81	2894531250	754257920	10.0.19041	102715392	4718	2513335																																		
Dropbox.exe	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	--url=https://d.dropbox.com/report_crashpad_minidump	"--https-pin=0x23,0xf2,0xed,0xff,0x3e,0xde,0x90,0x25,0x9a,0x9e,0x30,0xf4,0xa,0xf8,0xf9,0x12,0xa5,0xe5,0xb3,0x69,0x4e,0x69,0x38,0x44,0x3,0x41,0xf6,0x6,0xe,0x1,0x4f,0xfa"	"--https-pin=0xaf,0xf9,0x88,0x90,0x6d,0xde,0x12,0x95,0x5d,0x9b,0xeb,0xbf,0x92,0x8f,0xdc,0xc3,0x1c,0xce,0x32,0x8d,0x5b,0x93,0x84,0xf2,0x1c,0x89,0x41,0xca,0x26,0xe2,0x3,0x91"	"--https-pin=0x5a,0x88,0x96,0x47,0x22,0xe,0x54,0xd6,0xbd,0x8a,0x16,0x81,0x72,0x24,0x52,0xb,0xb5,0xc7,0x8e,0x58,0x98,0x4b,0xd5,0x70,0x50,0x63,0x88,0xb9,0xde,0xf,0x7,0x5f"	"--https-pin=0xfe,0xa2,0xb7,0xd6,0x45,0xfb,0xa7,0x3d,0x75,0x3c,0x1e,0xc9,0xa7,0x87,0xc,0x40,0xe1,0xf7,0xb0,0xc5,0x61,0xe9,0x27,0xb9,0x85,0xbf,0x71,0x18,0x66,0xe3,0x6f,0x22"	"--https-pin=0x76,0xee,0x85,0x90,0x37,0x4c,0x71,0x54,0x37,0xbb,0xca,0x6b,0xba,0x60,0x28,0xea,0xdd,0xe2,0xdc,0x6d,0xbb,0xb8,0xc3,0xf6,0x10,0xe8,0x51,0xf1,0x1d,0x1a,0xb7,0xf5"	"--https-pin=0x6d,0xbf,0xae,0x0,0xd3,0x7b,0x9c,0xd7,0x3f,0x8f,0xb4,0x7d,0xe6,0x59,0x17,0xaf,0x0,0xe0,0xdd,0xdf,0x42,0xdb,0xce,0xac,0x20,0xc1,0x7c,0x2,0x75,0xee,0x20,0x95"	"--https-pin=0x1e,0xa3,0xc5,0xe4,0x3e,0xd6,0x6c,0x2d,0xa2,0x98,0x3a,0x42,0xa4,0xa7,0x9b,0x1e,0x90,0x67,0x86,0xce,0x9f,0x1b,0x58,0x62,0x14,0x19,0xa0,0x4,0x63,0xa8,0x7d,0x38"	"--https-pin=0x87,0xaf,0x34,0xd6,0x6f,0xb3,0xf2,0xfd,0xf3,0x6e,0x9,0x11,0x1e,0x9a,0xba,0x2f,0x6f,0x44,0xb2,0x7,0xf3,0x86,0x3f,0x3d,0xb,0x54,0xb2,0x50,0x23,0x90,0x9a,0xa5"	"--https-pin=0xbc,0xfb,0x44,0xaa,0xb9,0xad,0x2,0x10,0x15,0x70,0x6b,0x41,0x21,0xea,0x76,0x1c,0x81,0xc9,0xe8,0x89,0x67,0x59,0xf,0x6f,0x94,0xae,0x74,0x4d,0xc8,0x8b,0x78,0xfb"	"--https-pin=0xab,0x98,0x49,0x52,0x76,0xad,0xf1,0xec,0xaf,0xf2,0x8f,0x35,0xc5,0x30,0x48,0x78,0x1e,0x5c,0x17,0x18,0xda,0xb9,0xc8,0xe6,0x7a,0x50,0x4f,0x4f,0x6a,0x51,0x32,0x8f"	"--https-pin=0x49,0x5,0x46,0x66,0x23,0xab,0x41,0x78,0xbe,0x92,0xac,0x5c,0xbd,0x65,0x84,0xf7,0xa1,0xe1,0x7f,0x27,0x65,0x2d,0x5a,0x85,0xaf,0x89,0x50,0x4e,0xa2,0x39,0xaa,0xaa"	"--https-pin=0x56,0x32,0xd9,0x7b,0xfa,0x77,0x5b,0xf3,0xc9,0x9d,0xde,0xa5,0x2f,0xc2,0x55,0x34,0x10,0x86,0x40,0x16,0x72,0x9c,0x52,0xdd,0x65,0x24,0xc8,0xa9,0xc3,0xb4,0x48,0x9f"	"--https-pin=0x2a,0x8f,0x2d,0x8a,0xf0,0xeb,0x12,0x38,0x98,0xf7,0x4c,0x86,0x6a,0xc3,0xfa,0x66,0x90,0x54,0xe2,0x3c,0x17,0xbc,0x7a,0x95,0xbd,0x2,0x34,0x19,0x2d,0xc6,0x35,0xd0"	"--https-pin=0x32,0xb6,0x4b,0x66,0x72,0x7a,0x20,0x63,0xe4,0x6,0x6f,0x3b,0x95,0x8c,0xb0,0xaa,0xee,0x57,0x6a,0x5e,0xce,0xfd,0x95,0x33,0x99,0xbb,0x88,0x74,0x73,0x1d,0x95,0x87"	"--https-pin=0xf5,0x3c,0x22,0x5,0x98,0x17,0xdd,0x96,0xf4,0x0,0x65,0x16,0x39,0xd2,0xf8,0x57,0xe2,0x10,0x70,0xa5,0x9a,0xbe,0xd9,0x7,0x94,0x0,0xd9,0xf6,0x95,0x50,0x69,0x0"	"--https-pin=0x67,0xdc,0x4f,0x32,0xfa,0x10,0xe7,0xd0,0x1a,0x79,0xa0,0x73,0xaa,0xc,0x9e,0x2,0x12,0xec,0x2f,0xfc,0x3d,0x77,0x9e,0xa,0xa7,0xf9,0xc0,0xf0,0xe1,0xc2,0xc8,0x93"	"--https-pin=0x19,0x6,0xc6,0x12,0x4d,0xbb,0x43,0x85,0x78,0xd0,0xe,0x6,0x6d,0x50,0x54,0xc6,0xc3,0x7f,0xf,0xa6,0x2,0x8c,0x5,0x54,0x5e,0x9,0x94,0xed,0xda,0xec,0x86,0x29"	"--https-pin=0x1d,0x75,0xd0,0x83,0x1b,0x9e,0x8,0x85,0x39,0x4d,0x32,0xc7,0xa1,0xbf,0xdb,0x3d,0xbc,0x1c,0x28,0xe2,0xb0,0xe8,0x39,0x1f,0xb1,0x35,0x98,0x1d,0xbc,0x5b,0xa9,0x36"	--annotation=machine_id=355a49df-b2bb-4dbe-90ef-a1b8fa8ed559	#NAME?	--annotation=platform_version=10 2004	"--initial-client-data=0x274,0x278,0x27c,0x250,0x280,0x54aa75e8,0x54aa7610,0x54aa75f8"	Win32_Process	20201030093242.122955-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Dropbox.exe	C:\Program	Files	(x86)\Dropbox\Client\Dropbox.exe	15168	179	1562500	1380	200	Dropbox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1207	20948	3329	2816	15108	2988	103018496	9324	8	2883584	15168	13	182	14	183	291	12304	1	6	312500	99192832	10.0.19041	9158656	211	233					
Dropbox.exe	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	#NAME?	#NAME?	-session-token:1fa20178-d87d-4bde-9cdd-c18ecb68f574	-target-handle:684	-target-shutdown-event:676	-target-restart-event:680	#NAME?	Files	"(x86)\Dropbox\Client\Dropbox.exe\"""	"/systemstartup"""	-python-version:3.7.9	#NAME?	Win32_Process	20201030093242.176972-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Dropbox.exe	C:\Program	Files	(x86)\Dropbox\Client\Dropbox.exe	15208	347	48750000	1380	200	Dropbox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	100068	2781217	7002	3944	15108	4188	106455040	12776	8	4038656	15208	17	196	20	197	23	3994	1	8	28281250	102895616	10.0.19041	11796480	209	209																							
WinStore.App.exe	C:\Program Files\WindowsApps\Microsoft.WindowsStore_12010.1001.3.0_x64__8wekyb3d8bbwe\WinStore.App.exe	#NAME?	Win32_Process	20201030093254.635723-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	WinStore.App.exe	C:\Program	Files\WindowsApps\Microsoft.WindowsStore_12010.1001.3.0_x64__8wekyb3d8bbwe\WinStore.App.exe	11708	983	6875000	1380	200	WinStore.App.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	2283	66190	46953	48780	1152	65840	5275738112	142676	8	49950720	11708	65	1020	83	1149	157	780785	1	21	12812500	5261058048	10.0.19041	2637824	1	2030																																			
RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe	#NAME?	Win32_Process	20201030093255.287412-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe	2968	220	1718750	1380	200	RuntimeBroker.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	612	17700	11427	5604	1152	6500	2.20347E+12	25416	8	5738496	2968	14	193	17	217	1	19467	1	2	4843750	2.20345E+12	10.0.19041	17182720	0	0																																				
svchost.exe	Win32_Process	20201030093257.701259-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	5140	330	12656250	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	3186	76068	27529	6480	1012	7316	2.20345E+12	22060	8	6635520	5140	14	158	17	173	415	927674	0	2	19062500	2.20344E+12	10.0.19041	18792448	218	351907																																									
svchost.exe	Win32_Process	20201030093304.290941-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	14804	186	3125000	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	155	4144	9488	2328	1012	2504	2.20341E+12	10372	8	2383872	14804	12	101	13	103	0	0	0	2	1718750	2.20341E+12	10.0.19041	8372224	0	0																																									
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	Win32_Process	20201030093321.228111-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	7868	847	1544843750	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	95431	2945964	141324	41456	9664	49116	2.21219E+12	89868	8	42450944	7868	42	801	49	840	250485	102191190	1	26	3212187500	2.20811E+12	10.0.19041	70955008	234836	149893085																																			
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	#NAME?	#NAME?	/prefetch:7	#NAME?	#NAME?	#NAME?	#NAME?	--url=appcenter://code?aid=a4e3233c-699c-46ec-b4f4-9c2a77254662&uid=5b19f617-30a9-4056-902e-9e70918ee0fc&iid=5b19f617-30a9-4056-902e-9e70918ee0fc&sid=5b19f617-30a9-4056-902e-9e70918ee0fc	#NAME?	#NAME?	--annotation=_version=1.50.1	#NAME?	--annotation=ver=9.2.1	"--initial-client-data=0x460,0x484,0x488,0x438,0x48c,0x7ff7c06a6660,0x7ff7c06a6670,0x7ff7c06a6680"	Win32_Process	20201030093322.196390-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	15388	297	1562500	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1244	5854	9157	9640	7868	9736	2.20358E+12	25296	8	9871360	15388	15	417	16	417	25	904	1	7	937500	2.20357E+12	10.0.19041	22339584	24	288																					
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	#NAME?	"--field-trial-handle=1664,11356707257513468811,1111408149943003233,131072"	#NAME?	#NAME?	#NAME?	--gpu-preferences=MAAAAAAAAADgAAAwAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAAKAAAAAQAAAAgAAAAAAAAACgAAAAAAAAAMAAAAAAAAAA4AAAAAAAAABAAAAAAAAAAAAAAAAUAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAABAAAABQAAABAAAAAAAAAAAQAAAAYAAAA=	#NAME?	/prefetch:2	Win32_Process	20201030093322.400379-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	15480	1086	1479843750	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1448	90854	4045290	262100	7868	562972	2.2044E+12	593056	10	268390400	15480	34	956	47	1108	1011364	2188567146	1	14	5778750000	2.2043E+12	10.0.19041	136646656	834726	218877088																											
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	#NAME?	"--field-trial-handle=1664,11356707257513468811,1111408149943003233,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:8	Win32_Process	20201030093322.881192-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	15624	347	42812500	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	35302	1562062	56102	15300	7868	18284	2.20362E+12	44440	8	15667200	15624	20	457	155	470	7055	4007584	1	8	34218750	2.2036E+12	10.0.19041	33771520	10156	50185759																					
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	#NAME?	#NAME?	"--field-trial-handle=1664,11356707257513468811,1111408149943003233,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	"--app-path=""C:\Users\kiran\AppData\Local\Programs\Microsoft"	VS	"Code\resources\app"""	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	"--preload=""c:\Users\kiran\AppData\Local\Programs\Microsoft"	VS	"Code\resources\app\out\vs\base\parts\sandbox\electron-browser\preload.js"""	--background-color=#1e1e1e	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201030093323.097627-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	15760	488	389218750	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	74157	2068504	350418	129448	7868	191836	2.23166E+12	202152	4	132554752	15760	33	623	40	626	300935	154206220	1	25	1625781250	2.21884E+12	10.0.19041	86601728	333190	119455090			
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	#NAME?	#NAME?	"--field-trial-handle=1664,11356707257513468811,1111408149943003233,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	"--app-path=""C:\Users\kiran\AppData\Local\Programs\Microsoft"	VS	"Code\resources\app"""	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	"--preload=""c:\Users\kiran\AppData\Local\Programs\Microsoft"	VS	"Code\resources\app\out\vs\base\parts\sandbox\electron-browser\preload.js"""	--background-color=#1e1e1e	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201030093323.174950-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	15784	529	123593750	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	110662	3801737	360067	137408	7868	184600	2.22734E+12	200128	4	140705792	15784	34	646	1323	650	51325	93389204	1	24	633281250	2.21886E+12	10.0.19041	94584832	21357	57470439			
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	#NAME?	#NAME?	"--field-trial-handle=1664,11356707257513468811,1111408149943003233,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	"--app-path=""C:\Users\kiran\AppData\Local\Programs\Microsoft"	VS	"Code\resources\app"""	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	"--preload=""c:\Users\kiran\AppData\Local\Programs\Microsoft"	VS	"Code\resources\app\out\vs\base\parts\sandbox\electron-browser\preload.js"""	--background-color=#1e1e1e	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201030093323.233871-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	15804	553	327343750	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	114657	3863376	814712	160080	7868	287864	2.22749E+12	297520	4	163921920	15804	38	655	2536	658	148537	130874741	1	24	3235156250	2.21891E+12	10.0.19041	104808448	128463	337403518			
QtWebEngineProcess.exe	C:\Program Files (x86)\Dropbox\Client\108.4.453\QtWebEngineProcess.exe	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	--webengine-schemes=dbx-local:hs;qrc:sLV	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201030093323.322294-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	QtWebEngineProcess.exe	C:\Program	Files	(x86)\Dropbox\Client\108.4.453\QtWebEngineProcess.exe	15968	353	38593750	1380	200	QtWebEngineProcess.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	473	28524	45799	42128	15108	44704	284852224	58624	4	43139072	15968	32	370	35	372	1205	365403	1	15	122343750	277237760	10.0.19041	40730624	1241	355955																		
QtWebEngineProcess.exe	C:\Program Files (x86)\Dropbox\Client\108.4.453\QtWebEngineProcess.exe	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	--webengine-schemes=dbx-local:hs;qrc:sLV	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201030093324.806018-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	QtWebEngineProcess.exe	C:\Program	Files	(x86)\Dropbox\Client\108.4.453\QtWebEngineProcess.exe	16320	312	2031250	1380	200	QtWebEngineProcess.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	449	28526	28946	32808	15108	47304	269185024	67400	4	33595392	16320	30	354	33	356	465	115075	1	15	14375000	250638336	10.0.19041	34119680	518	80308																		
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	#NAME?	c:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\resources\app\out\bootstrap-fork	#NAME?	Win32_Process	20201030093325.491902-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	11348	331	79843750	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	16920	367291	115247	59892	15760	97916	2.21218E+12	140856	8	61329408	11348	21	449	30	464	18418	18811502	1	19	285781250	2.20791E+12	10.0.19041	79036416	17085	597219																																
conhost.exe	\\?\C:\WINDOWS\system32\conhost.exe	#NAME?	#NAME?	80	#NAME?	24	#NAME?	0x664	#NAME?	0x658	Win32_Process	20201030093326.019579-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	\\?\C:\WINDOWS\system32\conhost.exe	16120	105	2656250	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	2530	212175	3992	1396	15804	1456	2.20341E+12	6216	8	1429504	16120	8	117	9	117	298	754	1	5	2031250	2.20341E+12	10.0.19041	5439488	570	15899																												
cmd.exe	C:\Windows\System32\cmd.exe	Win32_Process	20201030093326.028014-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	cmd.exe	C:\Windows\System32\cmd.exe	16112	74	312500	1380	200	cmd.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	223	2784	1874	2232	15804	4292	2.20338E+12	4332	8	2285568	16112	6	42	6	42	1	2616	1	1	156250	2.20338E+12	10.0.19041	3805184	0	0																																					
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	#NAME?	c:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\resources\app\out\bootstrap-fork	#NAME?	Win32_Process	20201030093326.247503-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	16848	491	896093750	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	155547	3391945	496145	101652	15804	316868	2.21218E+12	345436	8	104091648	16848	51	472	27384	494	38213	42465798	1	26	3621406250	2.20802E+12	10.0.19041	100155392	21811	6817245																																
